Mag X,Mag Y,Mag Z
-174.00,229.50,-228.00
-196.50,229.50,-208.50
-210.00,,-195.00
-213.00,228.00,-190.50
-207.00,232.50,-196.50
-220.50,226.50,-193.50
-220.50,226.50,-174.00
-241.50,226.50,-142.50
-250.50,234.00,-124.50
-253.50,229.50,-103.50
-256.50,234.00,-76.50
-256.50,237.00,-52.50
-262.50,237.00,-19.50
-256.50,241.50,13.50
-252.00,240.00,49.50
-246.00,232.50,61.50
-255.00,244.50,66.00
-244.50,237.00,67.50
-249.00,234.00,66.00
-243.00,244.50,76.50
-234.00,240.00,106.50
-211.50,238.50,148.50
-201.00,240.00,172.50
-181.50,232.50,199.50
-160.50,,222.00
-129.00,234.00,247.50
-115.50,237.00,261.00
-90.00,234.00,285.00
-64.50,235.50,294.00
-42.00,,
-6.00,231.00,316.50
12.00,237.00,324.00
40.50,234.00,328.50
75.00,226.50,327.00
70.50,232.50,330.00
84.00,231.00,324.00
93.00,225.00,330.00
85.50,225.00,328.50
87.00,228.00,328.50
87.00,228.00,331.50
90.00,223.50,322.50
84.00,232.50,328.50
84.00,,334.50
