Mag X,Mag Y,Mag Z
163.50,201.00,345.00
154.50,207.00,336.00
159.00,195.00,337.50
156.00,201.00,328.50
159.00,195.00,333.00
159.00,204.00,340.50
151.50,202.50,337.50
162.00,205.50,337.50
154.50,201.00,340.50
159.00,205.50,336.00
159.00,,
160.50,208.50,337.50
162.00,199.50,333.00
165.00,205.50,336.00
159.00,190.50,333.00
159.00,202.50,333.00
156.00,202.50,336.00
159.00,207.00,334.50
165.00,198.00,339.00
157.50,201.00,337.50
160.50,205.50,339.00
163.50,201.00,339.00
159.00,,336.00
163.50,207.00,336.00
160.50,202.50,328.50
153.00,199.50,333.00
162.00,199.50,336.00
157.50,205.50,336.00
156.00,198.00,337.50
160.50,202.50,339.00
148.50,202.50,340.50
154.50,199.50,339.00
160.50,204.00,334.50
160.50,201.00,328.50
156.00,199.50,330.00
