Mag X,Mag Y,Mag Z
12.00,306.00,337.50
13.50,301.50,346.50
19.50,298.50,340.50
7.50,298.50,343.50
15.00,304.50,339.00
10.50,301.50,342.00
7.50,307.50,343.50
12.00,303.00,334.50
6.00,307.50,343.50
6.00,304.50,339.00
13.50,294.00,340.50
15.00,303.00,343.50
7.50,298.50,339.00
16.50,306.00,345.00
6.00,300.00,339.00
12.00,298.50,343.50
3.00,301.50,346.50
10.50,307.50,340.50
9.00,304.50,348.00
9.00,301.50,343.50
3.00,300.00,342.00
7.50,303.00,337.50
15.00,306.00,343.50
12.00,307.50,340.50
10.50,304.50,340.50
10.50,304.50,334.50
15.00,298.50,342.00
13.50,310.50,336.00
16.50,,339.00
16.50,306.00,340.50
10.50,,345.00
13.50,297.00,346.50
13.50,304.50,348.00
6.00,300.00,345.00
7.50,,348.00
3.00,,345.00
3.00,309.00,348.00
10.50,300.00,336.00
9.00,300.00,339.00
9.00,303.00,342.00
10.50,300.00,343.50
10.50,303.00,342.00
10.50,,345.00
6.00,303.00,339.00
6.00,295.50,345.00
0.00,297.00,349.50
4.50,,343.50
7.50,297.00,343.50
7.50,294.00,345.00
7.50,297.00,345.00
9.00,,343.50
10.50,306.00,336.00
9.00,300.00,342.00
4.50,300.00,339.00
9.00,301.50,340.50
6.00,303.00,342.00
4.50,,343.50
4.50,304.50,342.00
15.00,301.50,340.50
18.00,303.00,337.50
15.00,300.00,337.50
19.50,303.00,336.00
16.50,304.50,337.50
9.00,301.50,343.50
7.50,306.00,342.00
7.50,297.00,339.00
7.50,309.00,337.50
1.50,289.50,354.00
-22.50,282.00,343.50
-21.00,280.50,334.50
-19.50,283.50,334.50
-18.00,279.00,337.50
-16.50,,331.50
-9.00,,337.50
-12.00,279.00,331.50
-13.50,285.00,331.50
-19.50,282.00,342.00
-18.00,282.00,330.00
-22.50,279.00,339.00
-19.50,279.00,340.50
-16.50,282.00,337.50
-24.00,274.50,340.50
-16.50,280.50,337.50
-12.00,279.00,337.50
-18.00,277.50,339.00
-16.50,279.00,336.00
-16.50,282.00,334.50
-7.50,,336.00
21.00,283.50,327.00
49.50,,327.00
82.50,280.50,313.50
96.00,292.50,310.50
124.50,295.50,295.50
135.00,294.00,291.00
126.00,,286.50
133.50,291.00,285.00
133.50,292.50,291.00
142.50,286.50,289.50
133.50,288.00,291.00
135.00,288.00,292.50
130.50,291.00,285.00
127.50,289.50,291.00
133.50,288.00,286.50
127.50,291.00,285.00
130.50,295.50,297.00
135.00,294.00,289.50
129.00,292.50,288.00
132.00,,292.50
135.00,,285.00
126.00,288.00,282.00
133.50,292.50,288.00
138.00,289.50,286.50
135.00,295.50,
132.00,298.50,298.50
126.00,295.50,291.00
135.00,292.50,292.50
129.00,289.50,292.50
132.00,291.00,291.00
127.50,295.50,288.00
124.50,295.50,288.00
129.00,282.00,286.50
130.50,289.50,285.00
136.50,291.00,289.50
130.50,291.00,286.50
123.00,294.00,294.00
135.00,,291.00
135.00,292.50,280.50
147.00,289.50,282.00
156.00,297.00,267.00
184.50,298.50,253.50
198.00,298.50,231.00
219.00,,213.00
229.50,306.00,199.50
241.50,307.50,183.00
241.50,306.00,175.50
241.50,304.50,169.50
244.50,303.00,171.00
247.50,307.50,174.00
243.00,310.50,177.00
243.00,312.00,172.50
249.00,,171.00
244.50,309.00,165.00
250.50,309.00,163.50
249.00,304.50,168.00
250.50,,168.00
249.00,,163.50
247.50,306.00,171.00
249.00,309.00,168.00
246.00,307.50,171.00
244.50,301.50,166.50
247.50,310.50,165.00
244.50,,169.50
243.00,312.00,168.00
244.50,315.00,163.50
250.50,310.50,163.50
249.00,303.00,165.00
252.00,309.00,169.50
246.00,312.00,174.00
243.00,309.00,171.00
244.50,310.50,172.50
244.50,313.50,174.00
247.50,310.50,166.50
244.50,304.50,166.50
249.00,,174.00
246.00,,168.00
249.00,309.00,160.50
246.00,307.50,
243.00,312.00,166.50
250.50,306.00,168.00
249.00,310.50,171.00
243.00,309.00,174.00
249.00,316.50,168.00
244.50,306.00,174.00
244.50,313.50,165.00
241.50,309.00,171.00
255.00,312.00,168.00
243.00,312.00,171.00
243.00,304.50,166.50
241.50,309.00,171.00
243.00,303.00,166.50
