Mag X,Mag Y,Mag Z
-133.50,618.00,-81.00
-133.50,625.50,-88.50
-126.00,612.00,-99.00
-118.50,618.00,-106.50
-120.00,613.50,-91.50
-126.00,619.50,-94.50
-121.50,616.50,-103.50
-115.50,615.00,-93.00
-126.00,619.50,-85.50
-118.50,624.00,-73.50
-126.00,619.50,-99.00
-129.00,622.50,-99.00
-117.00,597.00,-151.50
-120.00,598.50,-153.00
-111.00,604.50,-154.50
-115.50,597.00,-147.00
-145.50,600.00,-139.50
-207.00,,-99.00
-222.00,609.00,-84.00
-235.50,619.50,-43.50
-234.00,618.00,-30.00
-231.00,624.00,-7.50
-235.50,627.00,-10.50
-238.50,613.50,-13.50
-235.50,631.50,-12.00
-238.50,621.00,-13.50
-241.50,627.00,-13.50
-243.00,628.50,-19.50
-237.00,624.00,-3.00
-216.00,634.50,36.00
-142.50,633.00,49.50
-114.00,633.00,46.50
-88.50,622.50,28.50
-48.00,624.00,10.50
1.50,627.00,-4.50
18.00,625.50,3.00
3.00,630.00,12.00
-31.50,622.50,15.00
-22.50,624.00,45.00
-22.50,625.50,46.50
-3.00,621.00,48.00
16.50,616.50,49.50
15.00,625.50,21.00
22.50,615.00,21.00
52.50,610.50,27.00
61.50,610.50,9.00
34.50,616.50,-39.00
48.00,615.00,-39.00
30.00,610.50,-54.00
16.50,621.00,-58.50
15.00,618.00,-81.00
36.00,619.50,-72.00
60.00,622.50,-69.00
49.50,615.00,-75.00
49.50,616.50,-75.00
49.50,624.00,-76.50
45.00,615.00,-72.00
46.50,621.00,-78.00
37.50,610.50,-67.50
37.50,615.00,-55.50
34.50,619.50,-54.00
25.50,609.00,-49.50
33.00,621.00,-46.50
21.00,619.50,-54.00
25.50,613.50,-51.00
31.50,615.00,-54.00
25.50,612.00,-57.00
31.50,622.50,-52.50
27.00,618.00,-54.00
22.50,613.50,-54.00
19.50,612.00,-58.50
24.00,615.00,-54.00
25.50,627.00,-48.00
21.00,613.50,-52.50
21.00,613.50,-55.50
37.50,615.00,-49.50
24.00,621.00,-54.00
30.00,615.00,-54.00
31.50,612.00,-54.00
30.00,612.00,-55.50
34.50,615.00,-48.00
27.00,621.00,-54.00
22.50,613.50,-69.00
12.00,622.50,-81.00
-12.00,618.00,-100.50
10.50,618.00,-85.50
19.50,627.00,-102.00
-9.00,618.00,-127.50
-15.00,622.50,-154.50
-10.50,621.00,-171.00
9.00,625.50,-165.00
4.50,627.00,-180.00
-4.50,625.50,-198.00
3.00,627.00,-198.00
-25.50,634.50,-220.50
-67.50,643.50,-259.50
-64.50,642.00,-252.00
-67.50,633.00,-255.00
-82.50,639.00,-273.00
-132.00,640.50,-292.50
-148.50,643.50,-298.50
-124.50,640.50,-271.50
-136.50,643.50,-273.00
-154.50,646.50,-288.00
-198.00,651.00,-291.00
