Mag X,Mag Y,Mag Z
-213.00,648.00,-301.50
-232.50,652.50,-315.00
-238.50,655.50,-312.00
-247.50,652.50,-318.00
-261.00,646.50,-316.50
-294.00,652.50,-324.00
-298.50,652.50,-322.50
-276.00,655.50,-307.50
-270.00,648.00,-300.00
-285.00,649.50,-315.00
-291.00,646.50,-322.50
-280.50,660.00,-312.00
-273.00,649.50,-313.50
-244.50,649.50,-313.50
-238.50,649.50,-319.50
-229.50,648.00,-315.00
-223.50,648.00,-307.50
-217.50,655.50,-315.00
-205.50,658.50,-310.50
-205.50,655.50,-315.00
-199.50,651.00,-307.50
-201.00,651.00,-309.00
-196.50,651.00,-309.00
-196.50,657.00,-309.00
-201.00,652.50,-313.50
-196.50,655.50,-310.50
-201.00,657.00,-316.50
-196.50,651.00,-312.00
-198.00,649.50,-306.00
-202.50,651.00,-315.00
-198.00,643.50,-307.50
-201.00,651.00,-304.50
-204.00,655.50,-316.50
-198.00,646.50,-306.00
-193.50,648.00,-309.00
-187.50,657.00,-304.50
-195.00,649.50,-315.00
-190.50,655.50,-312.00
-192.00,649.50,-307.50
-193.50,648.00,-312.00
-189.00,651.00,-312.00
-192.00,654.00,-306.00
-190.50,655.50,-312.00
-192.00,649.50,-312.00
-186.00,651.00,-313.50
-189.00,657.00,-303.00
-190.50,649.50,-304.50
-186.00,655.50,-306.00
-190.50,652.50,-306.00
-192.00,654.00,-310.50
-186.00,654.00,-313.50
-184.50,651.00,-307.50
-196.50,657.00,-309.00
-204.00,652.50,-309.00
-240.00,649.50,-312.00
-255.00,657.00,-318.00
-288.00,663.00,-334.50
-312.00,663.00,-363.00
-327.00,660.00,-372.00
-321.00,658.50,-360.00
-316.50,663.00,-363.00
-342.00,663.00,-372.00
-358.50,654.00,-378.00
-354.00,660.00,-360.00
-369.00,654.00,-330.00
-400.50,643.50,-352.50
-405.00,642.00,-328.50
-411.00,655.50,-292.50
-424.50,660.00,-286.50
-445.50,646.50,-289.50
-448.50,642.00,-262.50
-447.00,651.00,-229.50
-453.00,646.50,-220.50
-456.00,654.00,-225.00
-462.00,640.50,-216.00
-457.50,654.00,-211.50
-453.00,654.00,-211.50
-460.50,648.00,-219.00
-453.00,648.00,-220.50
-460.50,639.00,-213.00
-463.50,648.00,-226.50
-457.50,648.00,-211.50
-457.50,642.00,-220.50
-459.00,648.00,-220.50
-453.00,645.00,-214.50
-459.00,645.00,-216.00
-468.00,,-216.00
-460.50,640.50,-223.50
-460.50,649.50,-223.50
-457.50,646.50,-217.50
-454.50,646.50,-222.00
-459.00,648.00,-223.50
-463.50,645.00,-223.50
-453.00,642.00,-220.50
-462.00,657.00,-223.50
-456.00,645.00,-219.00
-460.50,654.00,-216.00
-462.00,648.00,-223.50
-456.00,651.00,-208.50
-456.00,649.50,-211.50
-451.50,643.50,-214.50
-459.00,646.50,-214.50
-456.00,646.50,-210.00
-459.00,645.00,-216.00
-459.00,649.50,-210.00
-459.00,649.50,-208.50
-457.50,652.50,-210.00
-465.00,652.50,-201.00
-447.00,646.50,-178.50
-465.00,652.50,-138.00
-457.50,654.00,-145.50
-469.50,645.00,-153.00
-456.00,655.50,-142.50
-451.50,649.50,-135.00
-453.00,654.00,-133.50
-451.50,649.50,-133.50
-471.00,639.00,-151.50
-480.00,634.50,-181.50
-492.00,631.50,-192.00
-481.50,642.00,-172.50
-450.00,663.00,-139.50
-424.50,672.00,-126.00
-411.00,685.50,-127.50
-424.50,667.50,-139.50
-439.50,661.50,-148.50
-435.00,661.50,-144.00
-432.00,666.00,-139.50
-429.00,676.50,-139.50
-438.00,672.00,-135.00
-421.50,663.00,-123.00
-427.50,661.50,-111.00
-408.00,658.50,-97.50
-399.00,663.00,-76.50
-387.00,660.00,-46.50
-390.00,651.00,-28.50
-373.50,661.50,-9.00
-334.50,661.50,24.00
-328.50,649.50,49.50
-319.50,649.50,46.50
-297.00,657.00,69.00
-285.00,651.00,88.50
-274.50,643.50,84.00
-271.50,645.00,81.00
-244.50,654.00,102.00
-231.00,640.50,115.50
-220.50,634.50,114.00
-213.00,643.50,115.50
-186.00,634.50,135.00
-177.00,645.00,139.50
-181.50,639.00,136.50
-169.50,637.50,151.50
-147.00,640.50,156.00
-142.50,634.50,160.50
-144.00,634.50,148.50
-154.50,631.50,142.50
-160.50,633.00,142.50
-145.50,630.00,147.00
-150.00,630.00,145.50
-154.50,637.50,144.00
-157.50,630.00,142.50
-165.00,624.00,138.00
-159.00,634.50,141.00
-153.00,628.50,133.50
-150.00,627.00,139.50
-126.00,622.50,139.50
-109.50,624.00,129.00
-111.00,619.50,127.50
-105.00,616.50,118.50
-111.00,625.50,106.50
-103.50,618.00,112.50
-93.00,609.00,109.50
-100.50,610.50,106.50
-96.00,618.00,94.50
-93.00,613.50,97.50
-88.50,618.00,103.50
-90.00,613.50,105.00
-94.50,622.50,103.50
-91.50,615.00,99.00
-97.50,609.00,105.00
-100.50,613.50,102.00
-99.00,616.50,97.50
-106.50,610.50,99.00
-105.00,618.00,100.50
-111.00,612.00,91.50
-112.50,616.50,99.00
-108.00,606.00,100.50
-105.00,609.00,100.50
-106.50,610.50,99.00
-99.00,613.50,103.50
-100.50,615.00,97.50
-109.50,615.00,105.00
-102.00,609.00,94.50
-106.50,615.00,102.00
-103.50,625.50,102.00
-103.50,612.00,96.00
-108.00,619.50,102.00
-106.50,613.50,97.50
-99.00,622.50,99.00
-100.50,612.00,103.50
-102.00,616.50,96.00
-103.50,618.00,109.50
-106.50,,
-97.50,610.50,97.50
-100.50,622.50,102.00
-103.50,613.50,99.00
-96.00,613.50,108.00
-100.50,619.50,100.50
-106.50,621.00,106.50
-100.50,619.50,103.50
-100.50,613.50,108.00
-96.00,622.50,109.50
-99.00,616.50,103.50
-99.00,613.50,111.00
-90.00,615.00,
-90.00,616.50,108.00
-87.00,610.50,111.00
-93.00,621.00,111.00
-88.50,610.50,111.00
-84.00,616.50,117.00
-85.50,621.00,117.00
-90.00,615.00,117.00
-96.00,624.00,114.00
-97.50,613.50,111.00
-85.50,624.00,117.00
-93.00,615.00,106.50
-100.50,621.00,106.50
-94.50,621.00,115.50
-73.50,616.50,112.50
-54.00,619.50,109.50
-18.00,627.00,105.00
25.50,607.50,100.50
28.50,607.50,72.00
16.50,609.00,30.00
10.50,607.50,6.00
33.00,607.50,12.00
34.50,597.00,3.00
36.00,609.00,-7.50
31.50,610.50,-15.00
40.50,606.00,-31.50
43.50,618.00,-52.50
37.50,610.50,-60.00
37.50,606.00,-85.50
30.00,610.50,-100.50
28.50,610.50,-114.00
10.50,619.50,-132.00
-4.50,619.50,-130.50
4.50,612.00,-139.50
-3.00,613.50,-151.50
-1.50,619.50,-153.00
-16.50,621.00,-166.50
-21.00,621.00,-166.50
-27.00,619.50,-171.00
-36.00,621.00,-174.00
-25.50,616.50,-169.50
-18.00,621.00,-171.00
-19.50,619.50,-166.50
-16.50,610.50,-166.50
-13.50,616.50,-162.00
-19.50,612.00,-165.00
-21.00,616.50,-166.50
-15.00,621.00,-160.50
-10.50,606.00,-163.50
-6.00,615.00,-163.50
-6.00,609.00,-162.00
-1.50,613.50,-163.50
6.00,616.50,-160.50
3.00,604.50,-171.00
15.00,612.00,-160.50
45.00,604.50,-138.00
112.50,595.50,-117.00
195.00,598.50,-120.00
