Mag X,Mag Y,Mag Z
286.50,301.50,126.00
289.50,298.50,124.50
292.50,294.00,124.50
295.50,295.50,130.50
28.50,288.00,343.50
30.00,289.50,340.50
22.50,285.00,340.50
24.00,,337.50
30.00,286.50,339.00
31.50,291.00,
43.50,292.50,337.50
52.50,289.50,334.50
61.50,285.00,339.00
60.00,291.00,331.50
64.50,289.50,337.50
75.00,291.00,333.00
78.00,285.00,336.00
85.50,289.50,334.50
85.50,,336.00
97.50,289.50,334.50
99.00,291.00,330.00
106.50,285.00,324.00
112.50,291.00,319.50
106.50,294.00,328.50
100.50,286.50,322.50
99.00,291.00,325.50
103.50,294.00,325.50
102.00,295.50,325.50
108.00,292.50,334.50
106.50,291.00,331.50
115.50,289.50,325.50
126.00,,324.00
136.50,291.00,315.00
141.00,292.50,307.50
153.00,285.00,307.50
154.50,288.00,306.00
160.50,289.50,304.50
171.00,292.50,298.50
184.50,282.00,289.50
193.50,294.00,277.50
204.00,289.50,274.50
198.00,295.50,276.00
193.50,289.50,285.00
216.00,,
222.00,292.50,261.00
244.50,294.00,240.00
255.00,298.50,225.00
261.00,297.00,217.50
267.00,295.50,202.50
276.00,295.50,181.50
292.50,300.00,150.00
291.00,294.00,136.50
295.50,304.50,118.50
300.00,,111.00
292.50,,121.50
298.50,,117.00
297.00,303.00,90.00
304.50,306.00,66.00
304.50,301.50,34.50
295.50,301.50,4.50
295.50,306.00,-18.00
280.50,,-40.50
274.50,315.00,-66.00
262.50,309.00,-78.00
249.00,316.50,-102.00
252.00,313.50,-97.50
256.50,,-97.50
250.50,319.50,-93.00
250.50,313.50,-94.50
244.50,313.50,-112.50
220.50,318.00,-135.00
204.00,322.50,-162.00
187.50,322.50,-171.00
169.50,322.50,-189.00
127.50,,-205.50
123.00,325.50,-213.00
88.50,,-214.50
78.00,,-219.00
42.00,336.00,-229.50
22.50,324.00,-222.00
-9.00,331.50,-232.50
-33.00,331.50,-231.00
-72.00,336.00,-223.50
-87.00,330.00,-226.50
-88.50,,-222.00
-85.50,330.00,-219.00
-96.00,327.00,-213.00
-127.50,328.50,-204.00
-151.50,,-189.00
-160.50,325.50,-187.50
-180.00,,-174.00
-204.00,333.00,-160.50
-217.50,334.50,-142.50
-241.50,334.50,-127.50
-241.50,327.00,-108.00
-252.00,322.50,-91.50
-253.50,325.50,-103.50
-247.50,328.50,-97.50
-264.00,327.00,-99.00
-262.50,,
-285.00,321.00,-34.50
-292.50,321.00,-1.50
-297.00,318.00,15.00
-297.00,319.50,43.50
-295.50,319.50,70.50
-291.00,319.50,97.50
-292.50,315.00,118.50
-294.00,315.00,108.00
-291.00,310.50,106.50
-292.50,312.00,105.00
-291.00,315.00,115.50
-291.00,321.00,123.00
-274.50,,162.00
-246.00,304.50,220.50
-231.00,303.00,243.00
-205.50,306.00,267.00
-183.00,309.00,276.00
-162.00,300.00,294.00
-145.50,295.50,298.50
-150.00,295.50,297.00
-151.50,297.00,297.00
-118.50,295.50,319.50
-85.50,292.50,324.00
-63.00,292.50,334.50
-30.00,294.00,337.50
-3.00,294.00,343.50
27.00,289.50,339.00
57.00,286.50,339.00
81.00,289.50,331.50
96.00,295.50,324.00
112.50,294.00,324.00
129.00,286.50,315.00
118.50,291.00,322.50
127.50,292.50,322.50
117.00,288.00,312.00
127.50,292.50,321.00
135.00,289.50,319.50
184.50,300.00,292.50
190.50,289.50,283.50
202.50,292.50,274.50
210.00,289.50,271.50
214.50,295.50,267.00
