Mag X,Mag Y,Mag Z
-12.00,,-295.50
37.50,217.50,-292.50
84.00,211.50,-288.00
120.00,217.50,-270.00
135.00,225.00,-259.50
162.00,223.50,-240.00
168.00,226.50,-231.00
175.50,225.00,-232.50
207.00,232.50,-202.50
219.00,240.00,-184.50
240.00,241.50,-156.00
247.50,235.50,-160.50
250.50,243.00,-160.50
243.00,238.50,-154.50
241.50,,-157.50
244.50,237.00,-157.50
232.50,240.00,-154.50
241.50,,-151.50
253.50,,-133.50
270.00,237.00,-85.50
283.50,249.00,-48.00
280.50,252.00,-12.00
283.50,259.50,40.50
268.50,,105.00
244.50,267.00,147.00
217.50,276.00,190.50
186.00,268.50,222.00
144.00,,244.50
93.00,276.00,270.00
45.00,274.50,280.50
-1.50,286.50,292.50
-31.50,282.00,300.00
-46.50,288.00,289.50
-52.50,283.50,295.50
-51.00,285.00,294.00
-58.50,,294.00
-55.50,277.50,288.00
-49.50,285.00,294.00
-54.00,279.00,294.00
-51.00,286.50,294.00
-52.50,279.00,295.50
-51.00,289.50,295.50
-51.00,276.00,289.50
-54.00,283.50,292.50
-100.50,283.50,285.00
-148.50,285.00,273.00
-189.00,283.50,249.00
-234.00,274.50,211.50
-256.50,,192.00
-261.00,273.00,181.50
-292.50,264.00,127.50
-313.50,262.50,78.00
-316.50,261.00,45.00
-321.00,258.00,42.00
-322.50,250.50,-19.50
-303.00,246.00,-69.00
-288.00,241.50,-124.50
-282.00,232.50,-142.50
-255.00,235.50,-189.00
-199.50,232.50,-238.50
-154.50,,
-97.50,222.00,-288.00
-34.50,217.50,-295.50
37.50,229.50,-288.00
55.50,222.00,-285.00
115.50,223.50,-270.00
162.00,220.50,-244.50
199.50,231.00,-208.50
213.00,241.50,-196.50
237.00,231.00,-156.00
262.50,243.00,-124.50
277.50,243.00,-79.50
280.50,253.50,-28.50
280.50,252.00,33.00
249.00,267.00,144.00
207.00,273.00,192.00
159.00,279.00,238.50
112.50,280.50,265.50
64.50,283.50,
45.00,282.00,286.50
13.50,286.50,297.00
10.50,280.50,295.50
16.50,,295.50
36.00,286.50,289.50
69.00,,288.00
112.50,282.00,264.00
150.00,285.00,241.50
186.00,276.00,217.50
219.00,,187.50
216.00,,187.50
229.50,270.00,177.00
256.50,261.00,126.00
274.50,267.00,72.00
285.00,252.00,45.00
282.00,253.50,-16.50
277.50,247.50,-55.50
273.00,235.50,-99.00
247.50,234.00,-135.00
222.00,237.00,-184.50
159.00,226.50,-237.00
97.50,,-271.50
36.00,223.50,-289.50
0.00,226.50,-291.00
4.50,226.50,-289.50
-24.00,226.50,-295.50
-46.50,217.50,-295.50
-148.50,222.00,-273.00
-223.50,243.00,-226.50
-255.00,241.50,-178.50
-271.50,,-153.00
-294.00,249.00,-112.50
-310.50,252.00,-64.50
-315.00,247.50,-46.50
-324.00,256.50,6.00
-327.00,256.50,19.50
-321.00,,39.00
-312.00,258.00,49.50
-312.00,264.00,88.50
-282.00,273.00,157.50
-262.50,,172.50
-249.00,274.50,186.00
-249.00,277.50,186.00
-253.50,282.00,186.00
-253.50,280.50,193.50
-253.50,,190.50
-258.00,271.50,189.00
-220.50,277.50,228.00
-162.00,283.50,258.00
-138.00,283.50,273.00
-99.00,286.50,286.50
-91.50,285.00,289.50
-90.00,286.50,289.50
-40.50,282.00,289.50
21.00,282.00,285.00
81.00,277.50,273.00
87.00,283.50,273.00
100.50,283.50,270.00
144.00,282.00,244.50
213.00,271.50,193.50
252.00,262.50,133.50
277.50,,93.00
283.50,261.00,30.00
279.00,255.00,-13.50
282.00,240.00,-69.00
255.00,238.50,-136.50
237.00,237.00,-171.00
201.00,232.50,-213.00
118.50,228.00,-267.00
93.00,222.00,-270.00
57.00,220.50,-289.50
30.00,220.50,-295.50
7.50,217.50,-300.00
-40.50,219.00,-294.00
-84.00,219.00,-289.50
-108.00,223.50,-285.00
-150.00,228.00,-268.50
-222.00,,-208.50
-262.50,235.50,-165.00
-298.50,244.50,-118.50
-312.00,252.00,-72.00
-322.50,261.00,10.50
-309.00,270.00,60.00
-295.50,271.50,120.00
-267.00,277.50,174.00
-244.50,,199.50
-163.50,285.00,250.50
-108.00,,277.50
-81.00,283.50,283.50
-73.50,279.00,295.50
-36.00,283.50,289.50
-9.00,285.00,295.50
18.00,286.50,291.00
52.50,280.50,282.00
100.50,274.50,273.00
88.50,283.50,273.00
103.50,277.50,267.00
129.00,280.50,252.00
174.00,,
207.00,274.50,195.00
226.50,,
244.50,268.50,138.00
262.50,261.00,93.00
280.50,261.00,52.50
282.00,255.00,39.00
288.00,249.00,-7.50
279.00,243.00,-69.00
261.00,234.00,-129.00
228.00,,-189.00
165.00,235.50,-237.00
118.50,226.50,-261.00
46.50,220.50,-283.50
-18.00,225.00,-294.00
-58.50,223.50,-292.50
-114.00,226.50,-274.50
-174.00,234.00,-250.50
-220.50,235.50,-222.00
-228.00,225.00,-210.00
-271.50,232.50,-171.00
-294.00,241.50,-129.00
-309.00,247.50,-81.00
-327.00,253.50,-30.00
-316.50,244.50,-30.00
-319.50,259.50,22.50
-310.50,267.00,73.50
-294.00,262.50,127.50
-289.50,270.00,145.50
-261.00,273.00,174.00
-228.00,270.00,213.00
-199.50,280.50,241.50
-162.00,283.50,255.00
-126.00,288.00,273.00
-78.00,279.00,286.50
-61.50,282.00,295.50
-36.00,282.00,289.50
-30.00,282.00,288.00
-22.50,,295.50
-76.50,282.00,285.00
-189.00,288.00,246.00
-253.50,273.00,187.50
-301.50,,114.00
-322.50,255.00,37.50
-315.00,247.50,-37.50
-297.00,240.00,-112.50
-247.50,234.00,-193.50
-181.50,228.00,-249.00
-105.00,226.50,-277.50
-9.00,219.00,-298.50
58.50,217.50,-288.00
124.50,222.00,-264.00
156.00,,-249.00
195.00,229.50,-216.00
193.50,223.50,-213.00
217.50,231.00,-189.00
244.50,238.50,-159.00
262.50,237.00,-111.00
282.00,243.00,-36.00
277.50,261.00,43.50
265.50,262.50,106.50
232.50,265.50,172.50
165.00,277.50,243.00
105.00,,271.50
52.50,277.50,286.50
24.00,282.00,291.00
-21.00,279.00,294.00
-58.50,279.00,292.50
-58.50,282.00,292.50
-58.50,285.00,294.00
-100.50,283.50,277.50
-223.50,279.00,225.00
-271.50,270.00,166.50
-310.50,259.50,93.00
-315.00,261.00,15.00
-306.00,253.50,-64.50
-267.00,,-159.00
-216.00,225.00,-223.50
-129.00,226.50,-273.00
-30.00,226.50,-295.50
51.00,220.50,-283.50
94.50,,-273.00
120.00,229.50,-261.00
178.50,232.50,-226.50
235.50,238.50,-166.50
261.00,235.50,-106.50
285.00,252.00,-24.00
279.00,253.50,46.50
252.00,267.00,129.00
196.50,268.50,208.50
138.00,280.50,255.00
81.00,276.00,271.50
49.50,280.50,289.50
7.50,282.00,294.00
-12.00,289.50,289.50
-7.50,285.00,291.00
7.50,289.50,292.50
33.00,282.00,291.00
70.50,289.50,283.50
102.00,283.50,267.00
114.00,282.00,261.00
112.50,276.00,262.50
178.50,276.00,222.00
232.50,265.50,159.00
271.50,,
276.00,252.00,1.50
276.00,238.50,-84.00
235.50,235.50,-166.50
141.00,219.00,-256.50
28.50,219.00,-297.00
1.50,216.00,-294.00
-96.00,225.00,-286.50
-177.00,229.50,-247.50
-234.00,234.00,-207.00
-282.00,243.00,-142.50
-303.00,247.50,-97.50
-316.50,255.00,-54.00
-324.00,258.00,-9.00
-315.00,258.00,46.50
-297.00,271.50,121.50
-277.50,268.50,159.00
-264.00,274.50,184.50
-214.50,277.50,226.50
-154.50,286.50,268.50
-106.50,280.50,277.50
-52.50,285.00,286.50
-39.00,283.50,291.00
-46.50,279.00,285.00
-43.50,291.00,291.00
-27.00,289.50,295.50
-25.50,282.00,288.00
-31.50,288.00,294.00
-70.50,282.00,289.50
-142.50,279.00,270.00
-220.50,274.50,229.50
-270.00,279.00,
-303.00,267.00,97.50
-322.50,259.50,7.50
-307.50,249.00,-63.00
-267.00,232.50,-165.00
-207.00,232.50,-226.50
-136.50,226.50,-270.00
-48.00,213.00,-292.50
10.50,226.50,-297.00
76.50,226.50,-280.50
141.00,225.00,-259.50
184.50,225.00,-225.00
193.50,225.00,-213.00
241.50,237.00,-159.00
279.00,241.50,-73.50
283.50,249.00,31.50
252.00,262.50,148.50
157.50,279.00,237.00
67.50,277.50,277.50
9.00,276.00,291.00
-21.00,283.50,297.00
-63.00,285.00,294.00
-64.50,288.00,294.00
-34.50,276.00,297.00
46.50,283.50,282.00
102.00,282.00,265.50
157.50,282.00,238.50
163.50,274.50,240.00
159.00,276.00,238.50
180.00,273.00,222.00
231.00,264.00,169.50
262.50,262.50,94.50
277.50,256.50,27.00
286.50,253.50,6.00
274.50,249.00,-24.00
259.50,241.50,-123.00
180.00,229.50,-219.00
67.50,228.00,-279.00
-81.00,220.50,-288.00
-181.50,,
-246.00,232.50,-193.50
-288.00,241.50,-141.00
-313.50,249.00,-42.00
-315.00,,-49.50
-316.50,,-1.50
-321.00,262.50,39.00
-306.00,267.00,88.50
-291.00,276.00,120.00
-283.50,270.00,123.00
-285.00,267.00,138.00
-247.50,282.00,192.00
-195.00,274.50,235.50
-187.50,279.00,249.00
-186.00,276.00,253.50
-166.50,276.00,255.00
-105.00,282.00,276.00
-57.00,288.00,285.00
-57.00,286.50,292.50
-60.00,280.50,288.00
-60.00,282.00,282.00
-60.00,288.00,289.50
-96.00,282.00,283.50
-124.50,,279.00
-130.50,279.00,274.50
-124.50,,
-124.50,276.00,276.00
-117.00,282.00,273.00
-129.00,286.50,277.50
-124.50,283.50,285.00
-124.50,277.50,274.50
-156.00,279.00,265.50
-181.50,273.00,243.00
-184.50,282.00,238.50
-228.00,271.50,208.50
-280.50,273.00,154.50
-312.00,262.50,90.00
-325.50,253.50,-3.00
-306.00,249.00,-91.50
-279.00,240.00,-154.50
-216.00,237.00,-222.00
-141.00,229.50,-261.00
-60.00,,-288.00
9.00,223.50,-288.00
66.00,222.00,-277.50
126.00,229.50,-256.50
168.00,232.50,-232.50
211.50,234.00,-198.00
220.50,235.50,-190.50
250.50,237.00,-133.50
271.50,243.00,-90.00
279.00,250.50,-46.50
286.50,258.00,28.50
268.50,261.00,88.50
249.00,259.50,133.50
220.50,271.50,181.50
163.50,276.00,234.00
124.50,276.00,258.00
88.50,285.00,271.50
91.50,285.00,276.00
93.00,,264.00
90.00,274.50,270.00
87.00,292.50,273.00
93.00,277.50,276.00
90.00,279.00,271.50
94.50,277.50,274.50
87.00,276.00,270.00
55.50,285.00,280.50
3.00,280.50,283.50
-30.00,280.50,288.00
-25.50,285.00,288.00
-27.00,280.50,297.00
-34.50,283.50,295.50
-28.50,286.50,298.50
-25.50,280.50,294.00
-30.00,283.50,292.50
-31.50,288.00,292.50
-25.50,285.00,295.50
33.00,292.50,288.00
99.00,277.50,271.50
115.50,283.50,259.50
154.50,279.00,246.00
186.00,273.00,216.00
195.00,280.50,201.00
228.00,268.50,172.50
255.00,270.00,130.50
261.00,265.50,102.00
276.00,256.50,55.50
280.50,258.00,37.50
282.00,258.00,37.50
276.00,258.00,39.00
279.00,256.50,22.50
273.00,250.50,-52.50
279.00,246.00,-60.00
259.50,,-115.50
213.00,234.00,-186.00
154.50,,-250.50
111.00,225.00,-273.00
54.00,,
-16.50,217.50,-295.50
-103.50,219.00,-283.50
-168.00,231.00,-250.50
-225.00,234.00,-217.50
-268.50,237.00,-165.00
-306.00,252.00,-90.00
-310.50,255.00,-7.50
-312.00,262.50,49.50
-306.00,274.50,97.50
-294.00,274.50,139.50
-286.50,270.00,144.00
-238.50,276.00,199.50
-201.00,273.00,235.50
-154.50,286.50,
-96.00,,283.50
-57.00,283.50,283.50
-61.50,285.00,285.00
-63.00,286.50,286.50
-63.00,282.00,288.00
-67.50,283.50,288.00
-69.00,282.00,283.50
-66.00,279.00,298.50
-78.00,280.50,288.00
-64.50,280.50,291.00
-69.00,,289.50
-66.00,283.50,295.50
-67.50,288.00,286.50
-72.00,285.00,291.00
-64.50,276.00,286.50
-61.50,282.00,286.50
-66.00,276.00,288.00
-64.50,,289.50
-70.50,283.50,286.50
-69.00,282.00,283.50
-64.50,282.00,282.00
-67.50,280.50,282.00
-73.50,280.50,289.50
-67.50,282.00,289.50
-61.50,288.00,292.50
-72.00,280.50,288.00
-69.00,280.50,285.00
-70.50,286.50,288.00
-64.50,,283.50
-70.50,279.00,292.50
-60.00,277.50,291.00
-66.00,,286.50
-63.00,283.50,288.00
-63.00,,294.00
-67.50,285.00,292.50
-69.00,277.50,294.00
-7.50,,294.00
49.50,280.50,283.50
55.50,282.00,285.00
88.50,282.00,271.50
115.50,282.00,256.50
154.50,280.50,234.00
183.00,276.00,223.50
175.50,279.00,216.00
177.00,279.00,222.00
171.00,273.00,225.00
205.50,,199.50
234.00,271.50,163.50
244.50,264.00,154.50
267.00,,102.00
282.00,259.50,25.50
280.50,249.00,-15.00
279.00,249.00,-64.50
268.50,244.50,-99.00
228.00,247.50,-172.50
199.50,231.00,-213.00
162.00,226.50,-246.00
109.50,223.50,-267.00
73.50,229.50,-280.50
39.00,232.50,-292.50
-27.00,229.50,-294.00
-114.00,229.50,-274.50
-157.50,226.50,-258.00
-159.00,232.50,-258.00
-202.50,234.00,-234.00
-261.00,238.50,-174.00
-280.50,243.00,-145.50
-298.50,246.00,-100.50
-304.50,241.50,-84.00
-313.50,253.50,-61.50
-316.50,255.00,-4.50
-322.50,256.50,31.50
-315.00,259.50,88.50
-309.00,259.50,93.00
-280.50,273.00,151.50
-250.50,277.50,189.00
-207.00,282.00,223.50
-186.00,283.50,235.50
-177.00,283.50,247.50
-142.50,283.50,264.00
-115.50,288.00,
-78.00,283.50,279.00
-43.50,288.00,292.50
-1.50,286.50,280.50
34.50,280.50,283.50
49.50,285.00,277.50
52.50,280.50,282.00
54.00,291.00,277.50
49.50,283.50,279.00
13.50,282.00,286.50
-58.50,285.00,283.50
-123.00,282.00,271.50
-138.00,283.50,270.00
-138.00,280.50,273.00
-210.00,,226.50
-270.00,271.50,163.50
-289.50,,130.50
-306.00,268.50,
-322.50,252.00,-4.50
-307.50,,-70.50
-294.00,252.00,-115.50
-267.00,247.50,-163.50
-232.50,235.50,-201.00
-199.50,235.50,-235.50
-153.00,237.00,-259.50
-103.50,225.00,-280.50
-48.00,222.00,-294.00
46.50,222.00,-288.00
115.50,223.50,-268.50
151.50,228.00,-246.00
168.00,232.50,-237.00
208.50,234.00,-202.50
238.50,229.50,-151.50
255.00,240.00,-117.00
276.00,249.00,-75.00
283.50,255.00,6.00
265.50,259.50,93.00
238.50,265.50,151.50
195.00,279.00,205.50
142.50,271.50,244.50
93.00,285.00,270.00
48.00,280.50,282.00
45.00,283.50,279.00
48.00,277.50,282.00
42.00,282.00,286.50
43.50,286.50,282.00
43.50,285.00,283.50
-7.50,279.00,291.00
-9.00,282.00,292.50
-18.00,276.00,289.50
-12.00,274.50,292.50
-13.50,280.50,291.00
-15.00,283.50,298.50
-13.50,285.00,288.00
-52.50,282.00,294.00
-49.50,283.50,292.50
-37.50,292.50,288.00
6.00,288.00,285.00
79.50,285.00,274.50
124.50,285.00,255.00
120.00,280.50,255.00
162.00,283.50,231.00
189.00,277.50,211.50
192.00,273.00,207.00
217.50,273.00,177.00
249.00,271.50,136.50
268.50,262.50,84.00
286.50,259.50,43.50
282.00,258.00,9.00
276.00,252.00,-51.00
261.00,240.00,-115.50
228.00,232.50,-174.00
181.50,229.50,-229.50
102.00,223.50,-273.00
28.50,225.00,-292.50
-37.50,223.50,-295.50
-96.00,225.00,-285.00
-102.00,228.00,-285.00
-196.50,235.50,-246.00
-244.50,235.50,-196.50
-279.00,234.00,-148.50
-309.00,244.50,-93.00
-316.50,246.00,-48.00
-316.50,250.50,-43.50
-321.00,256.50,33.00
-306.00,262.50,93.00
-301.50,268.50,97.50
-304.50,264.00,103.50
-289.50,267.00,141.00
-240.00,,201.00
-186.00,,244.50
-105.00,282.00,280.50
-57.00,294.00,283.50
-7.50,291.00,288.00
-4.50,286.50,289.50
-9.00,288.00,286.50
-3.00,285.00,288.00
-7.50,286.50,288.00
-10.50,280.50,294.00
-6.00,285.00,292.50
-78.00,279.00,283.50
-111.00,285.00,273.00
-114.00,283.50,274.50
-196.50,282.00,238.50
-268.50,274.50,160.50
-310.50,261.00,78.00
-324.00,247.50,-25.50
-292.50,241.50,-130.50
-262.50,235.50,-169.50
-211.50,228.00,-225.00
-148.50,217.50,-262.50
-97.50,222.00,-279.00
-36.00,214.50,-295.50
13.50,216.00,-298.50
42.00,216.00,-292.50
91.50,214.50,-280.50
141.00,220.50,-253.50
165.00,223.50,-240.00
208.50,226.50,-198.00
228.00,234.00,-172.50
232.50,232.50,-157.50
249.00,237.00,-135.00
264.00,237.00,-118.50
273.00,244.50,-96.00
274.50,249.00,-67.50
286.50,243.00,-40.50
285.00,249.00,-22.50
288.00,249.00,7.50
276.00,255.00,55.50
267.00,261.00,121.50
234.00,268.50,162.00
211.50,273.00,193.50
171.00,,229.50
129.00,277.50,256.50
72.00,276.00,282.00
39.00,279.00,286.50
3.00,283.50,288.00
-16.50,286.50,291.00
-10.50,285.00,292.50
-16.50,282.00,295.50
-18.00,279.00,297.00
-19.50,282.00,292.50
-9.00,283.50,291.00
-16.50,283.50,289.50
-19.50,277.50,289.50
-15.00,280.50,289.50
-10.50,289.50,289.50
-19.50,,285.00
-18.00,,289.50
-15.00,280.50,289.50
-18.00,280.50,294.00
-16.50,286.50,292.50
-24.00,279.00,295.50
-18.00,280.50,292.50
-9.00,279.00,292.50
-12.00,288.00,291.00
-16.50,282.00,288.00
-13.50,288.00,292.50
-16.50,285.00,295.50
-64.50,282.00,283.50
-109.50,,279.00
-127.50,279.00,276.00
-150.00,274.50,264.00
-172.50,283.50,247.50
-187.50,283.50,241.50
-214.50,277.50,229.50
-225.00,276.00,216.00
-238.50,,205.50
-250.50,274.50,192.00
-250.50,276.00,189.00
-256.50,274.50,192.00
-252.00,273.00,187.50
-258.00,277.50,178.50
-288.00,268.50,139.50
-294.00,262.50,103.50
-309.00,270.00,88.50
-310.50,259.50,73.50
-316.50,264.00,55.50
-315.00,256.50,52.50
-315.00,258.00,46.50
-318.00,255.00,49.50
-318.00,253.50,48.00
-318.00,253.50,
-315.00,,45.00
-322.50,259.50,49.50
-313.50,256.50,
-316.50,255.00,24.00
-316.50,252.00,-9.00
-315.00,247.50,-54.00
-306.00,249.00,-75.00
-304.50,246.00,-88.50
-304.50,235.50,-91.50
-307.50,244.50,-91.50
-312.00,243.00,-96.00
-309.00,238.50,-91.50
-310.50,244.50,-90.00
-300.00,,
-310.50,243.00,-84.00
-307.50,,-87.00
-304.50,246.00,
-292.50,252.00,-117.00
-250.50,234.00,-186.00
-243.00,232.50,-198.00
-243.00,235.50,-199.50
-235.50,231.00,-205.50
-235.50,232.50,-213.00
-237.00,,-207.00
-208.50,228.00,-229.50
-186.00,231.00,-244.50
-175.50,223.50,-249.00
-186.00,229.50,-247.50
-187.50,234.00,-249.00
-136.50,219.00,-273.00
-66.00,222.00,
19.50,217.50,-297.00
54.00,222.00,-288.00
111.00,225.00,-265.50
124.50,225.00,-262.50
192.00,,-216.00
246.00,235.50,-151.50
271.50,,-79.50
285.00,246.00,-40.50
274.50,246.00,-43.50
250.50,234.00,-154.50
199.50,232.50,-213.00
186.00,223.50,-225.00
181.50,231.00,-220.50
181.50,235.50,-225.00
189.00,226.50,-223.50
178.50,,-223.50
172.50,223.50,-235.50
183.00,226.50,-223.50
193.50,232.50,-219.00
195.00,226.50,-222.00
192.00,229.50,-217.50
196.50,231.00,-217.50
189.00,229.50,-222.00
190.50,228.00,-223.50
196.50,231.00,-219.00
223.50,222.00,-198.00
223.50,226.50,-196.50
223.50,229.50,-192.00
216.00,229.50,-195.00
214.50,,-195.00
216.00,228.00,-193.50
214.50,225.00,-196.50
217.50,223.50,-195.00
213.00,228.00,-190.50
219.00,229.50,-196.50
198.00,228.00,-216.00
139.50,216.00,-256.50
156.00,225.00,-250.50
205.50,222.00,-198.00
259.50,240.00,-123.00
259.50,235.50,-109.50
280.50,243.00,-42.00
286.50,244.50,-21.00
285.00,246.00,15.00
280.50,258.00,72.00
262.50,252.00,112.50
241.50,261.00,160.50
198.00,262.50,207.00
148.50,268.50,247.50
114.00,274.50,271.50
54.00,271.50,291.00
0.00,,298.50
