Mag X,Mag Y,Mag Z
258.00,,-16.50
259.50,,
268.50,318.00,4.50
265.50,319.50,24.00
261.00,316.50,33.00
259.50,315.00,30.00
264.00,315.00,33.00
267.00,319.50,28.50
259.50,,34.50
259.50,312.00,87.00
256.50,313.50,90.00
252.00,313.50,88.50
250.50,327.00,103.50
240.00,319.50,135.00
222.00,318.00,160.50
213.00,313.50,163.50
222.00,316.50,165.00
220.50,315.00,171.00
210.00,319.50,175.50
175.50,319.50,214.50
148.50,327.00,223.50
136.50,325.50,235.50
148.50,316.50,238.50
148.50,321.00,237.00
139.50,313.50,238.50
133.50,324.00,237.00
109.50,,259.50
97.50,321.00,261.00
91.50,,259.50
72.00,321.00,271.50
45.00,328.50,274.50
24.00,321.00,282.00
1.50,327.00,280.50
-24.00,327.00,282.00
-30.00,325.50,286.50
-58.50,322.50,279.00
-88.50,327.00,267.00
-85.50,322.50,267.00
-105.00,324.00,268.50
-129.00,328.50,258.00
-163.50,324.00,244.50
-175.50,325.50,232.50
-198.00,333.00,220.50
-207.00,333.00,205.50
-229.50,327.00,
-243.00,331.50,174.00
-246.00,333.00,159.00
-250.50,,
-265.50,333.00,147.00
-265.50,321.00,127.50
-280.50,330.00,103.50
-277.50,327.00,78.00
-285.00,,52.50
-282.00,331.50,43.50
-285.00,337.50,-3.00
-265.50,318.00,-58.50
-264.00,330.00,-85.50
-246.00,327.00,-117.00
-231.00,328.50,-138.00
-234.00,328.50,-138.00
-214.50,321.00,-154.50
-201.00,,-175.50
-181.50,330.00,-190.50
-166.50,324.00,-196.50
-142.50,330.00,-210.00
-126.00,321.00,-217.50
-100.50,321.00,-232.50
-66.00,324.00,-238.50
-31.50,316.50,-244.50
9.00,319.50,-246.00
24.00,322.50,-241.50
46.50,318.00,-232.50
63.00,327.00,-235.50
81.00,321.00,-228.00
88.50,315.00,-228.00
99.00,318.00,-231.00
115.50,322.50,-222.00
138.00,321.00,-199.50
145.50,319.50,-204.00
150.00,,-195.00
165.00,324.00,-184.50
175.50,318.00,-177.00
190.50,313.50,-166.50
196.50,319.50,-147.00
208.50,319.50,-144.00
205.50,315.00,-132.00
222.00,325.50,-115.50
231.00,319.50,-100.50
231.00,315.00,-103.50
228.00,,-97.50
234.00,319.50,-108.00
229.50,315.00,-103.50
232.50,316.50,-100.50
234.00,,-103.50
235.50,322.50,-97.50
231.00,316.50,-108.00
237.00,322.50,-105.00
228.00,322.50,-100.50
228.00,315.00,-102.00
229.50,315.00,-109.50
232.50,315.00,-102.00
229.50,315.00,-108.00
234.00,319.50,-97.50
241.50,318.00,-102.00
234.00,322.50,-102.00
231.00,310.50,-99.00
228.00,316.50,-106.50
228.00,,-99.00
231.00,318.00,-105.00
232.50,315.00,-108.00
235.50,313.50,-105.00
228.00,,-106.50
235.50,312.00,-103.50
244.50,319.50,-79.50
255.00,315.00,-46.50
255.00,315.00,-12.00
259.50,,1.50
261.00,,
259.50,315.00,22.50
259.50,309.00,42.00
258.00,318.00,49.50
256.50,312.00,67.50
256.50,318.00,66.00
247.50,,85.50
232.50,313.50,129.00
223.50,,151.50
211.50,319.50,159.00
217.50,319.50,156.00
217.50,,163.50
220.50,316.50,162.00
220.50,319.50,163.50
207.00,315.00,174.00
195.00,315.00,190.50
178.50,310.50,204.00
172.50,319.50,211.50
166.50,318.00,214.50
148.50,316.50,235.50
130.50,319.50,235.50
126.00,318.00,238.50
124.50,325.50,240.00
111.00,322.50,250.50
87.00,322.50,259.50
76.50,,
70.50,319.50,265.50
75.00,324.00,265.50
49.50,318.00,274.50
19.50,327.00,273.00
-9.00,322.50,274.50
-33.00,325.50,277.50
-57.00,325.50,273.00
-66.00,325.50,274.50
-75.00,,265.50
-72.00,321.00,267.00
-73.50,322.50,274.50
-103.50,325.50,265.50
-147.00,,241.50
-180.00,336.00,232.50
-208.50,322.50,205.50
-229.50,325.50,190.50
-240.00,328.50,163.50
-249.00,321.00,156.00
-255.00,327.00,136.50
-265.50,325.50,121.50
-267.00,328.50,96.00
-277.50,333.00,87.00
-276.00,328.50,72.00
-286.50,328.50,49.50
-280.50,327.00,28.50
-286.50,336.00,18.00
-282.00,322.50,19.50
-283.50,319.50,7.50
-279.00,325.50,6.00
-282.00,331.50,6.00
-280.50,331.50,12.00
-279.00,328.50,3.00
-285.00,,34.50
-267.00,330.00,105.00
-240.00,331.50,163.50
-201.00,324.00,205.50
-148.50,330.00,244.50
-100.50,,264.00
-93.00,331.50,267.00
-91.50,331.50,267.00
-82.50,,271.50
-4.50,330.00,280.50
58.50,333.00,271.50
99.00,319.50,258.00
151.50,322.50,231.00
192.00,319.50,190.50
216.00,316.50,162.00
243.00,328.50,123.00
255.00,316.50,54.00
252.00,312.00,-6.00
244.50,316.50,-49.50
231.00,315.00,-105.00
207.00,310.50,-150.00
