Mag X,Mag Y,Mag Z
238.50,324.00,118.50
252.00,318.00,82.50
253.50,,66.00
258.00,313.50,43.50
264.00,318.00,21.00
256.50,310.50,-6.00
249.00,313.50,-28.50
249.00,316.50,-73.50
246.00,313.50,-96.00
223.50,318.00,-123.00
202.50,307.50,-148.50
186.00,313.50,-165.00
169.50,307.50,-190.50
153.00,312.00,-199.50
133.50,313.50,-211.50
115.50,,-223.50
90.00,319.50,-234.00
73.50,,-237.00
60.00,316.50,-234.00
34.50,310.50,-244.50
12.00,315.00,-247.50
-9.00,322.50,-250.50
-24.00,318.00,-255.00
-6.00,310.50,-244.50
10.50,316.50,-250.50
42.00,315.00,-235.50
63.00,315.00,-234.00
93.00,321.00,-234.00
115.50,312.00,-216.00
144.00,312.00,-199.50
172.50,310.50,-183.00
195.00,318.00,-165.00
211.50,316.50,-135.00
229.50,315.00,-94.50
241.50,315.00,-67.50
255.00,318.00,-46.50
258.00,312.00,-25.50
253.50,,
255.00,319.50,42.00
252.00,,73.50
247.50,319.50,84.00
235.50,315.00,117.00
214.50,319.50,159.00
189.00,330.00,180.00
168.00,324.00,213.00
141.00,,228.00
97.50,324.00,247.50
40.50,,264.00
37.50,333.00,268.50
-15.00,327.00,273.00
-43.50,330.00,265.50
-97.50,334.50,
-139.50,331.50,244.50
-177.00,328.50,226.50
-207.00,331.50,190.50
-252.00,337.50,144.00
-264.00,336.00,114.00
-270.00,331.50,88.50
-277.50,330.00,64.50
-277.50,328.50,33.00
-280.50,328.50,15.00
-282.00,,-16.50
-271.50,327.00,-48.00
-265.50,327.00,-69.00
-258.00,321.00,-91.50
-255.00,327.00,-102.00
-253.50,327.00,
-250.50,322.50,-99.00
-243.00,315.00,-123.00
-213.00,325.50,-165.00
-171.00,325.50,-198.00
-145.50,319.50,-208.50
-124.50,324.00,-219.00
-111.00,322.50,-229.50
-85.50,325.50,-238.50
-70.50,315.00,-237.00
-66.00,316.50,-240.00
-42.00,319.50,-244.50
-28.50,315.00,-237.00
-16.50,319.50,-249.00
-1.50,310.50,-246.00
9.00,318.00,-246.00
13.50,319.50,-246.00
-9.00,322.50,-250.50
-60.00,318.00,-244.50
-99.00,319.50,-231.00
-96.00,319.50,-234.00
-99.00,324.00,-234.00
-144.00,324.00,-208.50
-190.50,325.50,-183.00
-223.50,324.00,-160.50
-238.50,328.50,-123.00
-262.50,328.50,-84.00
-268.50,322.50,-60.00
-273.00,333.00,-37.50
-282.00,330.00,-1.50
-288.00,333.00,24.00
-276.00,333.00,58.50
-271.50,,93.00
-259.50,336.00,132.00
-238.50,333.00,172.50
-192.00,334.50,208.50
-174.00,336.00,229.50
-147.00,330.00,247.50
-144.00,324.00,244.50
-145.50,330.00,247.50
-151.50,333.00,244.50
-142.50,333.00,249.00
-106.50,331.50,258.00
-99.00,334.50,261.00
-94.50,330.00,265.50
-54.00,330.00,268.50
-15.00,327.00,277.50
-1.50,328.50,274.50
7.50,324.00,273.00
36.00,325.50,268.50
45.00,327.00,271.50
72.00,331.50,265.50
97.50,325.50,249.00
112.50,324.00,244.50
124.50,327.00,250.50
145.50,328.50,234.00
145.50,322.50,223.50
168.00,328.50,208.50
181.50,327.00,199.50
177.00,319.50,201.00
183.00,,201.00
214.50,321.00,157.50
238.50,319.50,135.00
229.50,324.00,127.50
234.00,,
234.00,315.00,127.50
234.00,319.50,129.00
235.50,319.50,126.00
235.50,319.50,129.00
246.00,318.00,118.50
244.50,319.50,109.50
255.00,318.00,85.50
253.50,313.50,67.50
261.00,310.50,34.50
256.50,325.50,19.50
261.00,312.00,-1.50
252.00,313.50,-42.00
246.00,,-76.50
220.50,312.00,-114.00
214.50,309.00,-127.50
216.00,,-132.00
216.00,315.00,-136.50
208.50,307.50,-133.50
189.00,318.00,-160.50
169.50,315.00,-184.50
162.00,312.00,-186.00
138.00,315.00,-213.00
109.50,318.00,-222.00
93.00,315.00,-231.00
67.50,313.50,-234.00
43.50,316.50,-240.00
18.00,321.00,-249.00
-10.50,315.00,-241.50
-30.00,,-246.00
-30.00,,-240.00
-19.50,,-246.00
1.50,,-244.50
19.50,322.50,-243.00
57.00,322.50,-237.00
108.00,315.00,-223.50
124.50,,-210.00
121.50,312.00,-208.50
129.00,316.50,-202.50
126.00,310.50,-220.50
156.00,319.50,-196.50
177.00,312.00,-178.50
202.50,307.50,-148.50
210.00,312.00,-139.50
222.00,313.50,-118.50
235.50,318.00,-93.00
247.50,,-70.50
252.00,,-49.50
259.50,312.00,-13.50
256.50,315.00,16.50
258.00,312.00,31.50
258.00,319.50,43.50
247.50,319.50,79.50
244.50,316.50,108.00
237.00,318.00,123.00
225.00,324.00,150.00
208.50,,159.00
201.00,319.50,169.50
208.50,316.50,169.50
201.00,318.00,172.50
201.00,,171.00
175.50,322.50,207.00
142.50,,228.00
121.50,319.50,249.00
103.50,322.50,252.00
75.00,,264.00
27.00,324.00,274.50
-3.00,325.50,277.50
-31.50,327.00,280.50
-72.00,322.50,267.00
-90.00,330.00,267.00
-121.50,322.50,256.50
-148.50,325.50,244.50
-177.00,,234.00
-207.00,336.00,208.50
-220.50,333.00,189.00
-234.00,330.00,177.00
-241.50,333.00,166.50
-246.00,333.00,168.00
-240.00,331.50,166.50
-241.50,327.00,168.00
-240.00,,165.00
-258.00,327.00,130.50
-271.50,331.50,94.50
-279.00,328.50,54.00
-279.00,,10.50
-276.00,327.00,-1.50
-274.50,330.00,
-277.50,331.50,-3.00
-273.00,325.50,-22.50
-262.50,325.50,-66.00
-250.50,325.50,-112.50
-237.00,333.00,-129.00
-226.50,,-148.50
-208.50,328.50,-162.00
-195.00,321.00,-166.50
-178.50,324.00,-181.50
-172.50,324.00,-192.00
-151.50,331.50,-202.50
-135.00,324.00,-214.50
-256.50,330.00,136.50
-241.50,330.00,166.50
-216.00,328.50,205.50
-178.50,325.50,228.00
-139.50,328.50,259.50
-103.50,327.00,264.00
-52.50,324.00,270.00
-10.50,328.50,280.50
37.50,324.00,276.00
66.00,328.50,270.00
94.50,321.00,261.00
133.50,319.50,244.50
163.50,321.00,228.00
181.50,316.50,205.50
205.50,319.50,180.00
213.00,321.00,160.50
225.00,321.00,141.00
231.00,319.50,132.00
231.00,321.00,141.00
199.50,,180.00
150.00,,220.50
153.00,321.00,228.00
151.50,321.00,231.00
153.00,324.00,226.50
90.00,333.00,264.00
39.00,,280.50
30.00,322.50,267.00
34.50,324.00,273.00
-19.50,334.50,276.00
-66.00,,276.00
-82.50,321.00,271.50
-126.00,327.00,253.50
-166.50,330.00,234.00
-207.00,,192.00
-255.00,333.00,147.00
-273.00,330.00,100.50
-279.00,331.50,58.50
-282.00,,12.00
-283.50,327.00,-27.00
-271.50,324.00,-51.00
-259.50,333.00,-90.00
-222.00,,-150.00
-186.00,322.50,
-133.50,,-210.00
4.50,325.50,280.50
54.00,324.00,276.00
84.00,327.00,261.00
102.00,322.50,258.00
117.00,316.50,250.50
129.00,324.00,243.00
157.50,322.50,228.00
181.50,325.50,201.00
196.50,321.00,187.50
211.50,318.00,171.00
213.00,318.00,156.00
219.00,322.50,157.50
247.50,312.00,109.50
247.50,318.00,100.50
253.50,319.50,72.00
258.00,318.00,55.50
258.00,313.50,57.00
262.50,315.00,58.50
262.50,312.00,58.50
256.50,315.00,61.50
255.00,319.50,55.50
255.00,316.50,33.00
261.00,,24.00
255.00,,-49.50
-196.50,325.50,-175.50
-216.00,333.00,-154.50
-235.50,327.00,-133.50
-256.50,331.50,-102.00
-256.50,330.00,-93.00
-253.50,328.50,-93.00
-261.00,337.50,-96.00
-259.50,333.00,-96.00
-258.00,333.00,-91.50
