Mag X,Mag Y,Mag Z
-19.50,313.50,282.00
-22.50,316.50,274.50
-15.00,313.50,276.00
-27.00,316.50,277.50
-18.00,312.00,277.50
-16.50,313.50,279.00
-21.00,312.00,279.00
-13.50,319.50,279.00
-16.50,315.00,279.00
-19.50,315.00,283.50
-24.00,321.00,280.50
-18.00,313.50,277.50
126.00,,249.00
117.00,306.00,250.50
123.00,313.50,252.00
117.00,309.00,255.00
118.50,,256.50
123.00,303.00,249.00
121.50,309.00,253.50
124.50,307.50,250.50
124.50,310.50,252.00
120.00,309.00,250.50
118.50,,247.50
120.00,310.50,250.50
232.50,297.00,157.50
235.50,300.00,160.50
234.00,289.50,156.00
229.50,300.00,154.50
231.00,,160.50
240.00,295.50,151.50
237.00,297.00,156.00
238.50,292.50,160.50
229.50,294.00,157.50
229.50,,154.50
231.00,297.00,156.00
231.00,297.00,160.50
241.50,,160.50
241.50,295.50,160.50
238.50,,156.00
282.00,285.00,13.50
273.00,283.50,13.50
280.50,285.00,12.00
274.50,279.00,18.00
283.50,285.00,13.50
277.50,279.00,18.00
277.50,283.50,15.00
279.00,291.00,16.50
285.00,283.50,13.50
280.50,288.00,13.50
277.50,283.50,10.50
280.50,286.50,9.00
285.00,279.00,13.50
280.50,282.00,10.50
282.00,277.50,12.00
279.00,280.50,18.00
253.50,270.00,-117.00
247.50,268.50,-118.50
244.50,276.00,-118.50
244.50,270.00,-115.50
250.50,271.50,-121.50
247.50,270.00,-121.50
246.00,,
241.50,268.50,-118.50
255.00,267.00,-117.00
244.50,273.00,-117.00
252.00,270.00,-117.00
258.00,274.50,-123.00
151.50,262.50,-223.50
141.00,265.50,-222.00
145.50,264.00,-226.50
147.00,265.50,-222.00
141.00,265.50,-222.00
148.50,259.50,-226.50
144.00,264.00,-226.50
142.50,267.00,-225.00
150.00,267.00,-217.50
147.00,268.50,-216.00
150.00,268.50,-225.00
145.50,267.00,-220.50
7.50,,-258.00
12.00,273.00,-262.50
12.00,,-255.00
13.50,268.50,-259.50
12.00,270.00,-261.00
4.50,265.50,-261.00
4.50,262.50,-253.50
6.00,273.00,-262.50
12.00,268.50,-261.00
7.50,264.00,-265.50
7.50,268.50,-259.50
12.00,265.50,-256.50
15.00,259.50,-258.00
7.50,267.00,-267.00
1.50,271.50,-253.50
-132.00,297.00,-205.50
-130.50,289.50,-205.50
-136.50,300.00,-211.50
-135.00,294.00,-210.00
-127.50,,-208.50
-127.50,297.00,-208.50
-132.00,298.50,-204.00
-135.00,297.00,-204.00
-132.00,298.50,-204.00
-129.00,298.50,-205.50
-135.00,303.00,-204.00
-129.00,303.00,-204.00
-138.00,304.50,-205.50
-130.50,,
-124.50,297.00,-201.00
-133.50,297.00,-210.00
-129.00,298.50,-207.00
-130.50,297.00,-204.00
-132.00,300.00,-205.50
-247.50,306.00,-105.00
-240.00,303.00,-109.50
-241.50,301.50,-103.50
-235.50,304.50,-103.50
-240.00,303.00,-103.50
-237.00,300.00,-106.50
-237.00,304.50,-111.00
-243.00,301.50,-109.50
-240.00,304.50,-103.50
-237.00,301.50,-100.50
-244.50,301.50,-109.50
-246.00,295.50,-111.00
-285.00,306.00,28.50
-279.00,,33.00
-280.50,303.00,33.00
-289.50,303.00,34.50
-285.00,306.00,27.00
-283.50,304.50,33.00
-282.00,304.50,33.00
-279.00,294.00,30.00
-285.00,,34.50
-277.50,306.00,36.00
-277.50,306.00,31.50
-288.00,300.00,31.50
-250.50,301.50,165.00
-250.50,303.00,165.00
-253.50,301.50,165.00
-241.50,300.00,171.00
-244.50,303.00,165.00
-252.00,297.00,163.50
-250.50,306.00,160.50
-253.50,304.50,166.50
-255.00,298.50,169.50
-252.00,294.00,165.00
-252.00,303.00,171.00
-253.50,301.50,166.50
-246.00,298.50,168.00
-253.50,300.00,168.00
-253.50,297.00,166.50
-141.00,,268.50
-142.50,292.50,277.50
-151.50,294.00,270.00
-144.00,301.50,265.50
-151.50,295.50,273.00
-154.50,298.50,270.00
-141.00,306.00,273.00
-145.50,297.00,270.00
-147.00,294.00,270.00
-147.00,295.50,268.50
-148.50,306.00,268.50
-138.00,295.50,267.00
-138.00,298.50,274.50
-141.00,306.00,270.00
-144.00,292.50,271.50
-7.50,295.50,309.00
-7.50,286.50,309.00
-10.50,295.50,304.50
-3.00,289.50,300.00
-12.00,292.50,301.50
-9.00,292.50,307.50
-9.00,294.00,303.00
-12.00,288.00,300.00
-15.00,289.50,306.00
-9.00,295.50,304.50
-247.50,306.00,-105.00
-240.00,303.00,-109.50
-241.50,301.50,-103.50
-235.50,304.50,-103.50
-240.00,303.00,-103.50
-237.00,300.00,-106.50
-237.00,304.50,-111.00
-243.00,301.50,-109.50
-240.00,304.50,-103.50
-237.00,301.50,-100.50
-244.50,301.50,-109.50
-246.00,295.50,-111.00
-285.00,306.00,28.50
-279.00,,33.00
-280.50,303.00,33.00
-289.50,303.00,34.50
-285.00,306.00,27.00
-283.50,304.50,33.00
-282.00,304.50,33.00
-279.00,294.00,30.00
-285.00,,34.50
-277.50,306.00,36.00
-277.50,306.00,31.50
-288.00,300.00,31.50
-250.50,301.50,165.00
-250.50,303.00,165.00
-253.50,301.50,165.00
-241.50,300.00,171.00
-244.50,303.00,165.00
-252.00,297.00,163.50
-250.50,306.00,160.50
-253.50,304.50,166.50
-255.00,298.50,169.50
-252.00,294.00,165.00
-252.00,303.00,171.00
-253.50,301.50,166.50
-246.00,298.50,168.00
-253.50,300.00,168.00
-253.50,297.00,166.50
-141.00,,268.50
-142.50,292.50,277.50
-151.50,294.00,270.00
-144.00,301.50,265.50
-151.50,295.50,273.00
-154.50,298.50,270.00
-141.00,306.00,273.00
-145.50,297.00,270.00
-147.00,294.00,270.00
-147.00,295.50,268.50
