Mag X,Mag Y,Mag Z
-235.50,252.00,-67.50
-229.50,244.50,-73.50
-229.50,246.00,-100.50
-190.50,243.00,-163.50
-139.50,244.50,-202.50
-96.00,237.00,-222.00
-49.50,241.50,-235.50
-13.50,237.00,-231.00
16.50,235.50,-225.00
46.50,237.00,-217.50
54.00,225.00,-225.00
55.50,229.50,-231.00
48.00,225.00,-228.00
46.50,231.00,-223.50
55.50,229.50,-229.50
45.00,216.00,-232.50
49.50,220.50,-219.00
58.50,225.00,-225.00
52.50,232.50,-226.50
55.50,226.50,-226.50
51.00,225.00,-223.50
54.00,226.50,-225.00
52.50,225.00,-222.00
61.50,231.00,-217.50
100.50,237.00,-186.00
159.00,240.00,-129.00
199.50,241.50,-88.50
225.00,246.00,-33.00
252.00,241.50,69.00
250.50,249.00,136.50
240.00,250.50,187.50
225.00,250.50,234.00
198.00,259.50,271.50
166.50,259.50,292.50
142.50,265.50,309.00
118.50,,316.50
106.50,265.50,313.50
66.00,268.50,322.50
43.50,270.00,324.00
30.00,268.50,318.00
28.50,268.50,324.00
34.50,259.50,330.00
72.00,264.00,327.00
136.50,270.00,315.00
183.00,255.00,289.50
211.50,259.50,250.50
231.00,258.00,196.50
249.00,250.50,148.50
252.00,246.00,76.50
243.00,241.50,27.00
228.00,235.50,-33.00
214.50,238.50,-64.50
189.00,229.50,-109.50
189.00,229.50,-118.50
169.50,223.50,-147.00
108.00,226.50,-202.50
85.50,223.50,-213.00
13.50,225.00,-232.50
-42.00,237.00,-237.00
-87.00,232.50,-232.50
-138.00,238.50,-211.50
-165.00,237.00,-195.00
-171.00,243.00,-186.00
-177.00,241.50,-178.50
-178.50,229.50,-202.50
-178.50,226.50,-193.50
-183.00,240.00,-174.00
-207.00,238.50,-145.50
-229.50,,-96.00
-240.00,247.50,-55.50
-246.00,253.50,9.00
-232.50,258.00,85.50
-195.00,261.00,169.50
-160.50,264.00,222.00
-123.00,261.00,259.50
-73.50,262.50,301.50
-42.00,264.00,319.50
-6.00,259.50,328.50
40.50,250.50,339.00
72.00,259.50,343.50
88.50,250.50,340.50
75.00,244.50,345.00
78.00,259.50,345.00
81.00,264.00,342.00
73.50,261.00,336.00
73.50,276.00,319.50
76.50,274.50,316.50
