Mag X,Mag Y,Mag Z
52.50,424.50,-166.50
48.00,423.00,-160.50
43.50,418.50,-168.00
22.50,414.00,-163.50
40.50,,-174.00
66.00,417.00,-157.50
87.00,411.00,-145.50
115.50,417.00,-147.00
117.00,408.00,-139.50
145.50,406.50,-130.50
166.50,403.50,-99.00
171.00,415.50,-84.00
208.50,426.00,-114.00
225.00,,-91.50
244.50,432.00,-76.50
246.00,441.00,-25.50
244.50,445.50,25.50
238.50,447.00,40.50
237.00,459.00,79.50
232.50,448.50,100.50
207.00,454.50,145.50
180.00,457.50,183.00
153.00,460.50,202.50
121.50,459.00,234.00
93.00,456.00,250.50
63.00,448.50,264.00
36.00,444.00,270.00
15.00,451.50,276.00
6.00,,
-25.50,454.50,280.50
-51.00,441.00,282.00
-64.50,439.50,
-85.50,435.00,270.00
-108.00,427.50,267.00
-141.00,429.00,256.50
-157.50,423.00,249.00
-174.00,412.50,237.00
-199.50,423.00,219.00
-210.00,420.00,210.00
-240.00,423.00,
-253.50,417.00,163.50
-268.50,415.50,139.50
-277.50,411.00,115.50
-291.00,,94.50
-297.00,414.00,66.00
-300.00,408.00,39.00
-301.50,411.00,39.00
-295.50,408.00,24.00
-301.50,411.00,19.50
