Mag X,Mag Y,Mag Z
-45.00,610.50,69.00
-37.50,607.50,67.50
-42.00,609.00,66.00
-34.50,610.50,66.00
-46.50,607.50,66.00
-42.00,619.50,70.50
-34.50,612.00,67.50
-40.50,612.00,69.00
-43.50,612.00,60.00
-42.00,609.00,70.50
-46.50,610.50,63.00
-39.00,604.50,66.00
-39.00,612.00,67.50
-43.50,613.50,67.50
-37.50,606.00,70.50
-43.50,606.00,66.00
-42.00,616.50,67.50
-36.00,613.50,66.00
-40.50,610.50,64.50
-36.00,609.00,58.50
-45.00,615.00,66.00
-45.00,610.50,67.50
-42.00,615.00,66.00
-46.50,612.00,66.00
-40.50,615.00,64.50
-42.00,607.50,72.00
-40.50,612.00,60.00
-36.00,607.50,72.00
-43.50,615.00,69.00
-43.50,610.50,63.00
-36.00,613.50,66.00
-40.50,607.50,69.00
-40.50,612.00,61.50
-39.00,613.50,60.00
-46.50,609.00,70.50
-58.50,618.00,79.50
-57.00,621.00,90.00
-70.50,616.50,103.50
-78.00,622.50,130.50
-66.00,625.50,138.00
-64.50,,
-58.50,622.50,172.50
-48.00,622.50,184.50
-34.50,625.50,202.50
-18.00,619.50,214.50
9.00,624.00,223.50
22.50,625.50,234.00
19.50,624.00,219.00
22.50,633.00,208.50
28.50,636.00,189.00
45.00,628.50,190.50
40.50,628.50,190.50
43.50,631.50,187.50
51.00,619.50,183.00
76.50,628.50,132.00
93.00,633.00,127.50
108.00,622.50,109.50
111.00,624.00,108.00
103.50,636.00,103.50
109.50,627.00,102.00
105.00,627.00,111.00
105.00,639.00,112.50
105.00,636.00,109.50
102.00,631.50,114.00
105.00,628.50,109.50
109.50,634.50,118.50
112.50,630.00,112.50
106.50,637.50,115.50
105.00,634.50,118.50
109.50,624.00,109.50
109.50,625.50,109.50
111.00,631.50,111.00
111.00,633.00,114.00
105.00,633.00,112.50
106.50,633.00,111.00
108.00,628.50,117.00
106.50,630.00,112.50
102.00,631.50,109.50
112.50,627.00,120.00
109.50,625.50,112.50
105.00,627.00,115.50
109.50,630.00,109.50
111.00,625.50,112.50
109.50,627.00,118.50
109.50,636.00,117.00
108.00,631.50,117.00
109.50,628.50,114.00
103.50,627.00,112.50
105.00,631.50,114.00
112.50,627.00,115.50
102.00,633.00,112.50
114.00,633.00,114.00
102.00,625.50,106.50
105.00,628.50,115.50
105.00,639.00,115.50
108.00,628.50,114.00
